tweet_id,likes,retweets
667160273090932737,217,50
667152164079423490,42005,14530
667138269671505920,3979,1854
667119796878725120,283,105
667090893657276420,286,104
667073648344346624,349,103
667070482143944705,72,12
667065535570550784,143,40
667062181243039745,191,45
667044094246576128,161,43
667012601033924608,391,185
666996132027977728,212,78
666983947667116034,2239,840
666837028449972224,697,466
666835007768551424,183,64
666826780179869698,218,78
666817836334096384,440,209
666804364988780544,204,78
666786068205871104,651,408
666781792255496192,322,168
666776908487630848,302,148
666739327293083650,205,59
666701168228331520,371,181
666691418707132416,159,41
666649482315059201,988,522
666644823164719104,207,68
666454714377183233,445,178
666447344410484738,90,19
666437273139982337,106,40
666435652385423360,136,41
666430724426358785,274,159
666428276349472768,139,67
666421158376562688,272,90
666418789513326592,105,39
666411507551481857,370,261
666407126856765440,93,30
666396247373291520,146,68
666373753744588802,162,73
666362758909284353,645,463
666353288456101888,177,56
666345417576210432,241,121
666337882303524864,167,79
666293911632134144,425,288
666287406224695296,122,55
666273097616637952,150,66
666268910803644416,97,38
666104133288665088,12807,5446
666102155909144576,66,11
666099513787052032,134,53
666094000022159362,141,63
666082916733198337,92,37
666073100786774016,273,129
666071193221509120,127,50
666063827256086533,393,180
666058600524156928,99,47
666057090499244032,247,111
666055525042405380,363,196
666051853826850816,1021,696
666050758794694657,115,50
666049248165822465,88,36
666044226329800704,245,114
666033412701032449,100,36
666029285002620928,112,39
666020888022790149,2275,418
